id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
5229,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7122,Super Luxury (Non AC Seater 2+2 Push Back),12:20,03h 00m,15:20,3.7, 283,31
5230,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7095,Super Luxury (Non AC Seater 2+2 Push Back),12:40,03h 00m,15:40,4.5, 283,31
5231,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7322,Super Luxury (Non AC Seater 2+2 Push Back),13:20,03h 00m,16:20,4.8, 283,31
5232,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7124,Super Luxury (Non AC Seater 2+2 Push Back),13:40,03h 00m,16:40,3.3, 283,31
5233,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),14:00,02h 55m,16:55,3.6, 283,2
5234,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7027,Super Luxury (Non AC Seater 2+2 Push Back),14:10,03h 00m,17:10,4.4, 283,31
5235,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7831,RAJDHANI (A.C. Semi Sleeper),14:30,03h 00m,17:30,3.0, 343,29
5236,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7461,Super Luxury (Non AC Seater 2+2 Push Back),14:50,03h 00m,17:50,3.3, 283,6
5237,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7067,Super Luxury (Non AC Seater 2+2 Push Back),15:05,03h 00m,18:05,3.7, 283,31
5238,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7339,Super Luxury (Non AC Seater 2+2 Push Back),15:30,03h 05m,18:35,3.0, 283,30
5239,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7071,Super Luxury (Non AC Seater 2+2 Push Back),15:40,02h 35m,18:15,3.8, 283,31
5240,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7304,Super Luxury (Non AC Seater 2+2 Push Back),15:40,02h 35m,18:15,3.5, 283,31
5241,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),15:45,03h 45m,19:30,4.0, 343,33
5242,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 9550,Super Luxury (Non AC Seater 2+2 Push Back),16:00,02h 30m,18:30,4.3, 283,29
5243,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7448,RAJDHANI (A.C. Semi Sleeper),16:00,03h 00m,19:00,3.3, 343,30
5244,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7444,Super Luxury (Non AC Seater 2+2 Push Back),16:20,03h 00m,19:20,4.0, 283,31
5245,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 9443,Super Luxury (Non AC Seater 2+2 Push Back),16:30,03h 20m,19:50,3.8, 283,28
5246,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7881,Super Luxury (Non AC Seater 2+2 Push Back),16:35,02h 55m,19:30,2.4, 283,3
5247,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),17:00,03h 05m,20:05,4.5, 343,19
5248,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7395,Super Luxury (Non AC Seater 2+2 Push Back),17:20,03h 00m,20:20,4.2, 283,31
5249,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,02h 55m,20:25,3.0, 343,32
5250,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7019,Super Luxury (Non AC Seater 2+2 Push Back),17:50,03h 00m,20:50,2.7, 283,31
5251,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7326,Super Luxury (Non AC Seater 2+2 Push Back),17:55,02h 25m,20:20,2.0, 283,31
5252,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),18:00,03h 05m,21:05,1.7, 283,31
5253,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,18:00,02h 55m,20:55,4.2, 343,26
5254,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7029,Super Luxury (Non AC Seater 2+2 Push Back),18:05,03h 00m,21:05,4.0, 283,31
5255,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,19:00,02h 40m,21:40,3.6, 343,33
5256,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7336,Super Luxury (Non AC Seater 2+2 Push Back),19:15,03h 00m,22:15,3.1, 283,31
5257,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7120,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03h 00m,23:00,3.8, 283,31
5258,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),20:00,02h 50m,22:50,4.0, 343,27
5259,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7302,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03h 55m,00:35,4.3, 283,31
5260,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7345,Super Luxury (Non AC Seater 2+2 Push Back),21:05,03h 05m,00:10,4.7, 283,31
5261,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7396,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03h 00m,00:30,3.0, 283,31
5262,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7527,Super Luxury (Non AC Seater 2+2 Push Back),22:30,03h 15m,01:45,3.8, 283,29
5263,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),23:15,03h 30m,02:45,4.5, 343,23
5264,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Jagan Travels,A/C Seater / Sleeper (2+1),18:00,27h 30m,21:30,4.1, 600,39
5265,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00,03h 55m,21:55,2.7, 600,34
5266,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,03h 25m,21:40,2.4, 300,30
5267,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),16:30,06h 00m,22:30,3.4, 1949,36
5268,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,IRA Travels,A/C Sleeper (2+1),18:30,03h 15m,21:45,3.9, 800,24
5269,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7119,Super Luxury (Non AC Seater 2+2 Push Back),11:50,03h 00m,14:50,2.6, 283,31
5270,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7871,RAJDHANI (A.C. Semi Sleeper),12:10,03h 00m,15:10,3.3, 343,28
5271,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7183,Super Luxury (Non AC Seater 2+2 Push Back),12:10,03h 00m,15:10,2.4, 283,31
5272,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7346,Super Luxury (Non AC Seater 2+2 Push Back),12:20,03h 15m,15:35,2.5, 283,31
5273,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7062,Super Luxury (Non AC Seater 2+2 Push Back),12:40,03h 00m,15:40,3.4, 283,31
5274,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7178,RAJDHANI (A.C. Semi Sleeper),13:00,03h 00m,16:00,2.9, 343,30
5275,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,04h 00m,17:00,4.0, 343,30
5276,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7195,Super Luxury (Non AC Seater 2+2 Push Back),13:20,03h 00m,16:20,4.5, 283,31
5277,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7092,Super Luxury (Non AC Seater 2+2 Push Back),14:10,03h 00m,17:10,2.6, 283,31
5278,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),14:30,04h 00m,18:30,3.5, 283,31
5279,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7279,Super Luxury (Non AC Seater 2+2 Push Back),14:40,03h 00m,17:40,2.6, 283,31
5280,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7360,Super Luxury (Non AC Seater 2+2 Push Back),15:15,03h 00m,18:15,2.1, 283,32
5281,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 9593,Super Luxury (Non AC Seater 2+2 Push Back),15:15,03h 00m,18:15,2.2, 283,31
5282,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7077,Super Luxury (Non AC Seater 2+2 Push Back),15:40,03h 00m,18:40,2.4, 283,31
5283,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7378,Super Luxury (Non AC Seater 2+2 Push Back),15:40,03h 15m,18:55,4.2, 283,31
5284,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7172,RAJDHANI (A.C. Semi Sleeper),15:40,03h 00m,18:40,2.3, 343,35
5285,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7123,Super Luxury (Non AC Seater 2+2 Push Back),15:50,03h 00m,18:50,2.8, 283,32
5286,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7096,Super Luxury (Non AC Seater 2+2 Push Back),16:10,03h 00m,19:10,4.1, 283,31
5287,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7468,RAJDHANI (A.C. Semi Sleeper),16:30,04h 10m,20:40,2.6, 343,29
5288,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7376,Super Luxury (Non AC Seater 2+2 Push Back),16:50,03h 15m,20:05,3.8, 283,31
5289,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7125,Super Luxury (Non AC Seater 2+2 Push Back),17:10,03h 00m,20:10,2.9, 283,33
5290,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),17:30,04h 00m,21:30,3.9, 283,30
5291,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7028,Super Luxury (Non AC Seater 2+2 Push Back),17:50,03h 00m,20:50,3.7, 283,31
5292,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7311,Super Luxury (Non AC Seater 2+2 Push Back),18:00,03h 00m,21:00,3.3, 283,27
5293,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7832,RAJDHANI (A.C. Semi Sleeper),18:00,03h 00m,21:00,4.2, 343,34
5294,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7068,Super Luxury (Non AC Seater 2+2 Push Back),18:35,03h 00m,21:35,3.0, 283,31
5295,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7587,RAJDHANI (A.C. Semi Sleeper),19:00,03h 00m,22:00,2.5, 343,35
5296,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7072,Super Luxury (Non AC Seater 2+2 Push Back),19:00,03h 00m,22:00,4.3, 283,31
5297,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7315,Super Luxury (Non AC Seater 2+2 Push Back),19:15,03h 15m,22:30,2.2, 283,30
5298,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7449,RAJDHANI (A.C. Semi Sleeper),19:30,03h 00m,22:30,3.0, 343,30
5299,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7445,Super Luxury (Non AC Seater 2+2 Push Back),19:50,03h 00m,22:50,3.2, 283,34
5300,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7354,Super Luxury (Non AC Seater 2+2 Push Back),21:05,03h 15m,00:20,2.7, 283,31
5301,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7020,Super Luxury (Non AC Seater 2+2 Push Back),21:20,03h 00m,00:20,3.7, 283,31
5302,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7030,Super Luxury (Non AC Seater 2+2 Push Back),21:35,03h 00m,00:35,2.9, 283,31
5303,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 9551,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03h 45m,02:00,3.3, 283,30
5304,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7358,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03h 15m,01:30,3.3, 283,31
5305,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7419,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03h 40m,02:40,1.9, 283,31
5306,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7316,Super Luxury (Non AC Seater 2+2 Push Back),23:05,03h 55m,03:00,3.3, 283,29
5307,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7121,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03h 00m,02:30,4.1, 283,33
5308,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7404,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03h 30m,03:00,4.7, 283,23
5309,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,SRI SVR travels,A/C Sleeper (2+1),22:20,04h 10m,02:30,3.6, 500,24
5310,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,DNR Express,AC Sleeper (2+1),21:30,02h 29m,23:59,2.8,699,33
5311,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Bhumi travels,AC Seater (2+2),22:00,05h 00m,03:00,2.7, 2000,36
5312,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,03h 20m,02:30,2.7,2700,42
5313,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8061,Super Luxury (Non AC Seater 2+2 Push Back),11:30,06h 25m,17:55,2.2, 429,31
5314,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8077,Super Luxury (Non AC Seater 2+2 Push Back),11:30,05h 25m,16:55,3.9, 429,29
5315,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8019,Super Luxury (Non AC Seater 2+2 Push Back),11:45,05h 20m,17:05,3.9, 429,31
5316,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8036,Super Luxury (Non AC Seater 2+2 Push Back),12:00,06h 10m,18:10,3.9, 429,31
5317,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),12:15,06h 15m,18:30,3.9, 520,32
5318,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,06h 10m,18:40,3.5, 520,42
5319,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8059,Super Luxury (Non AC Seater 2+2 Push Back),12:45,06h 25m,19:10,2.9, 429,31
5320,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:00,06h 10m,19:10,3.0, 520,42
5321,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8045,Lahari Non A/C Sleeper Cum Seater,13:30,06h 10m,19:40,3.9, 429,43
5322,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8090,Super Luxury (Non AC Seater 2+2 Push Back),13:45,06h 10m,19:55,3.9, 429,31
5323,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8021,Super Luxury (Non AC Seater 2+2 Push Back),14:15,06h 10m,20:25,3.9, 429,33
5324,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8030,Super Luxury (Non AC Seater 2+2 Push Back),15:00,06h 10m,21:10,4.0, 429,31
5325,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8139,Super Luxury (Non AC Seater 2+2 Push Back),15:30,06h 10m,21:40,1.8, 429,31
5326,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8047,Super Luxury (Non AC Seater 2+2 Push Back),15:30,05h 20m,20:50,3.4, 429,31
5327,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8017,Super Luxury (Non AC Seater 2+2 Push Back),16:15,05h 20m,21:35,3.9, 429,29
5328,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8099,Super Luxury (Non AC Seater 2+2 Push Back),16:30,05h 35m,22:05,1.9, 429,31
5329,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8092,Super Luxury (Non AC Seater 2+2 Push Back),17:15,05h 20m,22:35,3.9, 429,31
5330,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8034,Super Luxury (Non AC Seater 2+2 Push Back),18:00,06h 10m,00:10,4.0, 429,31
5331,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8049,Super Luxury (Non AC Seater 2+2 Push Back),18:30,06h 25m,00:55,3.9, 429,31
5332,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8180,Super Luxury (Non AC Seater 2+2 Push Back),20:00,05h 20m,01:20,3.5, 429,31
5333,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8032,Super Luxury (Non AC Seater 2+2 Push Back),20:30,06h 10m,02:40,3.9, 429,31
5334,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8067,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06h 25m,03:25,3.8, 429,31
5335,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8042,Super Luxury (Non AC Seater 2+2 Push Back),21:20,06h 15m,03:35,3.6, 429,26
5336,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8053,LAHARI A/C SLEEPER CUM SEATER,21:30,06h 30m,04:00,4.0, 520,38
5337,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8013,RAJDHANI (A.C. Semi Sleeper),21:45,06h 30m,04:15,3.9, 538,35
5338,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8040,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06h 15m,04:00,3.7, 429,28
5339,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8011,RAJDHANI (A.C. Semi Sleeper),21:45,05h 20m,03:05,3.4, 520,26
5340,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8194,LAHARI A/C SLEEPER CUM SEATER,22:00,06h 10m,04:10,4.3, 520,39
5341,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8028,Lahari Non A/C Sleeper Cum Seater,22:30,06h 15m,04:45,4.7, 447,25
5342,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8038,Super Luxury (Non AC Seater 2+2 Push Back),23:00,06h 10m,05:10,4.7, 429,31
5343,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8057,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06h 25m,05:40,4.4, 429,31
5344,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8135,LAHARI A/C SLEEPER CUM SEATER,23:30,06h 10m,05:40,4.2, 520,39
5345,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8171,Super Luxury (Non AC Seater 2+2 Push Back),23:45,06h 10m,05:55,4.4, 429,30
5346,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,SRI SVR travels,A/C Sleeper (2+1),22:20,06h 15m,04:35,3.6, 500,24
5347,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,DNR Express,AC Sleeper (2+1),21:30,04h 30m,02:00,2.4,699,34
5348,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7931,Super Luxury (Non AC Seater 2+2 Push Back),11:20,04h 20m,15:40,2.8, 376,30
5349,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7994,Super Luxury (Non AC Seater 2+2 Push Back),11:30,05h 40m,17:10,4.1, 376,31
5350,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7988,RAJDHANI (A.C. Semi Sleeper),11:30,04h 40m,16:10,2.8, 456,45
5351,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 8104,Super Luxury (Non AC Seater 2+2 Push Back),12:00,05h 45m,17:45,3.6, 376,31
5352,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7916,Lahari Non A/C Sleeper Cum Seater,12:00,04h 40m,16:40,3.4, 376,42
5353,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,12:10,05h 40m,17:50,3.7, 456,44
5354,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,05h 40m,18:30,3.9, 376,32
5355,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,05h 40m,18:50,3.4, 376,31
5356,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 8108,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 40m,18:10,3.8, 376,31
5357,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),13:50,05h 40m,19:30,4.2, 376,29
5358,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 8110,Super Luxury (Non AC Seater 2+2 Push Back),14:15,05h 40m,19:55,4.4, 376,31
5359,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,05h 20m,19:40,3.1, 456,40
5360,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 8101,Super Luxury (Non AC Seater 2+2 Push Back),14:30,04h 40m,19:10,2.1, 376,31
5361,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),14:40,05h 40m,20:20,3.0, 376,31
5362,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TGSRTC - 7894,Super Luxury (Non AC Seater 2+2 Push Back),15:15,05h 40m,20:55,2.3, 376,31
